公司标签,职位名称,公司名称,经纬度,jobid,薪资,城市,学历要求,经验要求,公司性质,行业,发布时间,薪资下限(k),薪资上限(k),平均薪资(k),省份,区域,详细地址,学历等级,经验年限
"['国有企业', '知名品牌供应商', '上市企业子公司', '高新技术企业', '国企供应商', '经营年限全国同行前15%', '天使轮融资', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",C/C++开发工程师,兴业数字金融服务（上海）,"['30.564434', '104.079532']",161072986,20-30万/年,成都,本科,无需经验,合资,金融/投资/证券,2025-12-31 16:21:01,16.7,25.0,20.8,四川省,武侯区,四川省成都市武侯区桂溪街道成都绕城绿道中和湿地公园,4.0,0.0
"['旗下品牌同行前15%', '省级工程技术研究中心', '拥有节能环保技术', '知名品牌供应商', '高新技术企业', '小巨人企业', '国家知识产权优势企业', '双软认证企业', '央企供应商', '经营年限全国同行前20%', '深创投投资', 'B轮融资', '绝对控股9家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",软件测试工程师（实习生）,深圳库博能源,"['30.410441', '104.117638']",166654860,3-4千,成都-天府新区,本科,无需经验,民营,新能源,2025-12-19 10:46:08,3.0,4.0,3.5,四川省,双流区,四川省成都市双流区兴隆街道智谷绿道篮球场,4.0,0.0
"['小巨人企业', '拥有工艺创新能力', '省级技术创新示范企业', '大学生就业贡献', '拥有绿色资质', '拥有节能环保技术', '国有企业', '高新技术企业', '专精特新企业', '经营年限全国同行前5%', '天使轮融资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有自主品牌']",C++开发工程师,四川九强通信科技,"['30.641462', '104.030152']",163165776,7千-1万·13薪,成都-武侯区,大专,1年及以上,国企,通信/电信/网络设备,2025-11-13 15:37:58,6.5,9.2,7.8,四川省,武侯区,四川省成都市武侯区浆洗街街道老妈鲜鱼馆碧云天,3.0,1.0
"['高新技术企业', '小巨人企业', '省级企业技术中心', 'C轮融资', '省级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",fpga工程师（2026届）,成都瑞迪威科技,"['30.506525', '104.093513']",166342134,1-1.2万,成都-高新区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,2025-12-29 10:09:44,10.0,12.0,11.0,四川省,双流区,四川省成都市双流区华阳街道新程北三路成都高新技术产业开发区(南区),4.0,0.0
"['拥有绿色低碳技术', '拥有节能环保技术', '拥有绿色资质', '高新技术企业', '科技型中小企业', '专精特新企业', '经营年限全国同行前20%', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前30%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",硬件工程师,成都迈硕电气,"['30.753068', '103.961291']",168627094,3-5千,成都-郫都区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,2025-11-04 09:03:16,3.0,5.0,4.0,四川省,郫都区,四川省成都市郫都区犀浦街道恒山南街豪格印象酒店,4.0,0.0
"['拥有绿色资质', '拥有节能环保技术', '高新技术企业', '科技型中小企业', '双软认证企业', '专精特新企业', '国企供应商', '经营年限全国同行前15%', '天使轮融资', '省级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",项目经理,成都菁蓉联创科技,"['30.554107', '104.077616']",164493620,1-1.5万,成都-高新区,本科,在校生/应届生,民营,计算机软件,2025-12-10 11:02:37,10.0,15.0,12.5,四川省,武侯区,四川省成都市武侯区桂溪街道世纪城路198附2016号成都世纪城国际展览中心7号馆,4.0,0.0
"['连续2年专利授权量极速增长', '大学生就业贡献', '拥有绿色资质', '高新技术企业', '国企供应商', '知名品牌供应商', '上市企业供应商', '政府供应商', '经营年限全国同行前10%', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有节能环保技术', '拥有发明专利', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌']",硬件工程师,民航成都电子技术,"['30.362878', '103.897573']",168014288,8千-1.5万,成都,本科,无需经验,国企,电子技术/半导体/集成电路,2025-12-26 14:43:02,8.0,15.0,11.5,四川省,新津区,四川省成都市新津区普兴街道檬子店,4.0,0.0
"['高新技术企业', '创新型中小企业', '专精特新企业', '双软认证企业', '大学生就业贡献']",软件工程师,上海显光芯工业软件,"['30.760195', '103.927168']",158457602,7千-1.2万,成都-郫都区,大专,在校生/应届生,民营,计算机软件,2025-11-24 16:30:46,7.0,12.0,9.5,四川省,郫都区,四川省成都市郫都区合作街道长川科技IC设计产业园,3.0,0.0
"['拥有节能环保技术', '高新技术企业', '专精特新企业', '经营年限全国同行前10%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",电子工程师,成都吉锐时代触摸技术,"['30.619148', '104.036931']",162216944,8千-1.5万,成都-高新区,本科,1年,民营,电子技术/半导体/集成电路,2025-11-10 14:16:43,8.0,15.0,11.5,四川省,武侯区,四川省成都市武侯区肖家河街道高朋大道19号融新电子,4.0,1.0
"['央企子公司', '国有企业', '院校供应商', '拥有绿色资质', '专精特新企业', '央企供应商', '政府供应商', '经营年限全国同行前5%', '绝对控股1家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前30%', '技术布局优于同行', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",上位机软件工程师,北京中科航天人才服务,"['30.597539', '104.071718']",164515449,1.2-2万,成都-高新区,硕士,1年及以上,国企,航天/航空,2025-12-31 08:43:23,12.0,20.0,16.0,四川省,武侯区,四川省成都市武侯区桂溪街道五洲花园成都高新技术产业开发区(南区),5.0,1.0
"['旗下品牌同行前20%', '专利授权量同领域前500', '2024年专利授权量同比高速增长', '政府供应商', '拥有绿色低碳技术', '拥有绿色资质', '国企供应商', '拥有节能环保技术', '国有企业', '央企子公司', '高新技术企业', '专精特新企业', '经营年限全国同行前5%', '战略性新兴领域创新能力', '拥有发明专利', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",电机控制工程师,四川航天世源科技,"['30.500655', '104.495398']",160578620,15-30万/年,成都-简阳市,硕士,无需经验,民营,汽车,2025-11-24 15:25:39,12.5,25.0,18.8,四川省,简阳市,四川省成都市简阳市养马街道东西大道简州新城,5.0,0.0
"['高新技术企业', '小巨人企业', '省级企业技术中心', 'C轮融资', '省级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",硬件工程师（2026届）,成都瑞迪威科技,"['30.506525', '104.093513']",165885732,9千-1.2万,成都-高新区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,2025-12-29 10:09:44,9.0,12.0,10.5,四川省,双流区,四川省成都市双流区华阳街道新程北三路成都高新技术产业开发区(南区),4.0,0.0
"['科技型中小企业', '创新型中小企业', '专精特新企业', '国企供应商', '经营年限全国同行前10%', '战略性新兴领域创新能力', '专利申请量同领域前10%', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",c++软件开发工程师,成都图迅科技,"['30.543264', '104.064812']",147344564,1.5-2.5万·13薪,成都-高新区,硕士,1年及以上,民营,通信/电信/网络设备,2025-11-03 10:03:40,13.8,23.1,18.5,四川省,武侯区,四川省成都市武侯区桂溪街道吉泰路110号安捷伦科技(中国)有限公司成都分公司,5.0,1.0
[],初级FPGA工程师(数字接口方向),成都斯坦福通信技术,"['30.631707', '104.044066']",166541523,10-12万/年,成都-高新区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-12-23 17:21:44,8.3,10.0,9.2,四川省,武侯区,四川省成都市武侯区肖家河街道正街社区怡康苑,4.0,1.0
"['知名品牌供应商', '上市企业供应商', '拥有节能环保技术', '国企供应商', '经营年限全国同行前15%', '绝对控股9家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌', '旗下品牌同行前5%', '全国多家直营店', '大学生就业贡献']",技术中心实习生-成都,世强先进（深圳）科技,"['30.791893', '103.851552']",168641751,130元/天,成都-郫都区,本科,在校生/应届生,民营,电子技术/半导体/集成电路,2025-10-15 16:17:49,2.9,2.9,2.9,四川省,郫都区,四川省成都市郫都区德源街道骆家花红园世界科幻公园,4.0,0.0
"['拥有节能环保技术', 'A股上市', '国有企业', '国家企业技术中心', '省级工程技术研究中心', '国企供应商', '经营年限全国同行前5%', '深创投投资', '绝对控股6家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",软件测试工程师—K库方向,北京华大九天科技,"['30.565848', '103.896981']",168813209,1.5-3万,成都-双流区,本科,无需经验,国企,电子技术/半导体/集成电路,2025-10-23 09:55:24,15.0,30.0,22.5,四川省,双流区,四川省成都市双流区东升街道双流体育中心成都芯谷实验学校,4.0,0.0
"['拥有高价值专利', '连续2年专利申请量极速增长', '省级工程技术研究中心', '拥有节能环保技术', '高新技术企业', '小巨人企业', '经营年限全国同行前10%', 'C轮融资', '绝对控股3家公司', '战略性新兴领域创新能力', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",助理测试工程师,深圳垦拓流体技术,"['30.739674', '103.98044']",165410451,5-7千,成都-郫都区,本科,无需经验,民营,医疗设备/器械,2025-12-04 08:41:22,5.0,7.0,6.0,四川省,郫都区,四川省成都市郫都区犀浦街道春田蜜蜜幼幼园(万科城分园)万科生活广场,4.0,0.0
"['创新型中小企业', '高新技术企业', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前30%', '技术布局优于同行', '大学生就业贡献']",信号工程师（双休，五险一金）,成都唯博星辰科技,"['30.693531', '104.015803']",169364023,1.5-3万,成都-青羊区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-11-18 15:56:06,15.0,30.0,22.5,四川省,金牛区,四川省成都市金牛区茶店子街道加贝花园天籁艺术学校(四川校区),4.0,1.0
"['省级企业技术中心', '小巨人企业', '拥有工艺创新能力', 'A轮融资', '拥有节能环保技术', '科技型中小企业', '专精特新企业', '国企供应商', '经营年限全国同行前10%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",硬件测试工程师,成都思鸿维科技,"['30.580964', '104.072722']",131633442,6-9千·14薪,成都-高新区,本科,1年及以上,民营,仪器仪表/工业自动化,2025-12-25 09:31:28,5.1,7.7,6.4,四川省,武侯区,四川省成都市武侯区桂溪街道锦泰路成都高新技术产业开发区(南区),4.0,1.0
"['拥有高价值专利', '连续2年专利申请量极速增长', '省级工程技术研究中心', '拥有节能环保技术', '高新技术企业', '小巨人企业', '经营年限全国同行前10%', 'C轮融资', '绝对控股3家公司', '战略性新兴领域创新能力', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",研发测试工程师,深圳垦拓流体技术,"['30.739674', '103.98044']",167471248,5-8千,成都-郫都区,本科,1年及以上,民营,医疗设备/器械,2025-12-04 08:41:21,5.0,8.0,6.5,四川省,郫都区,四川省成都市郫都区犀浦街道春田蜜蜜幼幼园(万科城分园)万科生活广场,4.0,1.0
"['省级企业技术中心', '省级工程技术研究中心', '拥有节能环保技术', '知名品牌供应商', '上市企业供应商', '港澳台投资企业', '高新技术企业', '创新型中小企业', '专精特新企业', '央企供应商', '政府供应商', '经营年限全国同行前10%', '战略投资融资', '绝对控股2家公司', '省级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前50', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '旗下品牌同行前10%', '全国多家直营店', '大学生就业贡献']",硬件测试实习生,京信网络系统,"['30.774647', '104.107501']",169652546,70元/天,成都-金牛区,大专,在校生/应届生,民营,通信/电信/网络设备,2025-12-04 14:04:50,1.5,1.5,1.5,四川省,金牛区,四川省成都市金牛区天回镇街道天宝路,3.0,0.0
"['大学生就业贡献', '拥有自主品牌', '高新技术企业', '科技型中小企业', '创新型中小企业', '专精特新企业', '政府供应商', '经营年限全国同行前15%', '战略性新兴领域创新能力', '专利授权量同领域前30%', '技术布局行业领先', '拥有绿色资质']",硬件测试工程师,成都真信智能科技,"['30.708425', '104.046147']",141408298,3.5-5千,成都-金牛区,大专,在校生/应届生,民营,电子技术/半导体/集成电路,2025-11-05 10:40:55,3.5,5.0,4.2,四川省,金牛区,四川省成都市金牛区九里堤街道智慧康城交大智能小区四期,3.0,0.0
"['大学生就业贡献', '知名品牌供应商', '国企供应商', '政府供应商', '经营年限全国同行前5%']",软件实习生,四川金誉房地产土地资产评估,"['30.641885', '104.11408']",169896391,3千及以下,成都-锦江区,本科,无需经验,民营,房地产,2025-12-19 09:44:18,3.0,3.0,3.0,四川省,成华区,四川省成都市成华区万年场街道双桂公园双桂公园-西区,4.0,0.0
"['省级企业技术中心', '高新技术企业', 'C轮融资', '绝对控股2家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '大学生就业贡献']",模块测试工程师（校招）,成都锐芯盛通电子科技,"['30.367833', '103.691707']",147890660,4-6千,成都,大专,在校生/应届生,民营,电子技术/半导体/集成电路,2025-12-30 15:47:22,4.0,6.0,5.0,四川省,邛崃市,四川省成都市邛崃市羊安街道天崃三路邛崃市安源配气有限公司,3.0,0.0
"['拥有节能环保技术', 'A股上市', '国有企业', '国家企业技术中心', '省级工程技术研究中心', '国企供应商', '经营年限全国同行前5%', '深创投投资', '绝对控股6家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",软件测试工程师—数字后端,北京华大九天科技,"['30.597732', '103.907227']",122196121,1-1.5万,成都-双流区,本科,无需经验,国企,电子技术/半导体/集成电路,2025-10-23 15:27:03,10.0,15.0,12.5,四川省,双流区,四川省成都市双流区东升街道航港路成都谢菲联足球公园,4.0,0.0
"['央企供应商', '知名品牌供应商', '上市企业供应商', '拥有节能环保技术', '高新技术企业', '小巨人企业', '省级工程技术研究中心', '经营年限全国同行前10%', '战略投资融资', '绝对控股3家公司', '国家级政府引导基金投资', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",硬件设计工程师,成都佳驰电子科技,"['30.786759', '103.847703']",166900990,1.6-3万,成都-郫都区,硕士,在校生/应届生,民营,航天/航空,2025-12-26 13:15:11,16.0,30.0,23.0,四川省,郫都区,四川省成都市郫都区德源街道菁蓉都会物业服务中心(一期)万科菁蓉都会(建设中),5.0,0.0
"['创新型中小企业', '院校供应商', '专精特新企业', '拥有绿色资质', '政府供应商', '高新技术企业', '国企供应商', '经营年限全国同行前15%', '战略性新兴领域创新能力', '拥有专利', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",测试工程师,云南中航星北斗科技,"['30.699549', '103.971251']",168752473,1-1.2万,成都-青羊区,本科,1年及以上,民营,通信/电信/网络设备,2025-10-22 10:18:07,10.0,12.0,11.0,四川省,青羊区,四川省成都市青羊区黄田坝街道经四路65号,4.0,1.0
"['创新型中小企业', '专精特新企业', '经营年限全国同行前10%', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前500', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",音频/声学算法工程师(J10063),康希通信科技（上海）,"['30.55341', '104.065619']",163832394,1.5-3万,成都,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-11-17 09:55:15,15.0,30.0,22.5,四川省,武侯区,四川省成都市武侯区桂溪街道蜀都中心(北区)蜀都赢品广场,4.0,1.0
[],软件工程师（6险一金+14薪）,深圳众芯优创科技,"['30.875854', '103.741271']",164525987,2-4万·14薪,成都-郫都区,本科,无需经验,民营,计算机软件,2025-12-10 08:49:47,17.1,34.3,25.7,四川省,郫都区,四川省成都市郫都区友爱镇永和路,4.0,0.0
"['拥有节能环保技术', '上市企业子公司', '高新技术企业', '国企供应商', '政府供应商', '经营年限全国同行前15%', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",第三方软件测试工程师,广电计量检测（成都）,"['30.637055', '103.992589']",165357526,8千-1.5万,成都-武侯区,本科,1年及以上,国企,电子技术/半导体/集成电路,2025-12-10 11:07:10,8.0,15.0,11.5,四川省,武侯区,四川省成都市武侯区机投桥街道武科东四路榕苑(武科东四路),4.0,1.0
"['拥有绿色资质', '国企供应商', '知名品牌供应商', 'A股上市', '高新技术企业', '国家企业技术中心', '创新型中小企业', '专精特新企业', '省级技术创新示范企业', '省级工程技术研究中心', '上市企业供应商', '政府供应商', '经营年限全国同行前5%', '绝对控股11家公司', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌', '旗下品牌同行前5%', '大学生就业贡献']",FPGA工程师(J10506),迈克生物,"['30.443745', '103.952903']",168758233,1-1.5万,成都-双流区,本科,1年,已上市,医疗设备/器械,2025-10-21 11:36:58,10.0,15.0,12.5,四川省,双流区,四川省成都市双流区黄甲街道熊店子,4.0,1.0
"['小巨人企业', '旗下品牌同行前20%', '大学生就业贡献', '省级工程技术研究中心', '高新技术企业', '科技型中小企业', '经营年限全国同行前15%', '绝对控股3家公司', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前5%', '技术布局行业领先', '拥有工艺创新能力', '拥有自主品牌']",助理硬件工程师（成都）,深圳市新龙鹏科技,"['30.69447', '104.080255']",149204688,8千-1万·13薪,成都-金牛区,大专,1年,民营,电子技术/半导体/集成电路,2025-12-31 17:33:15,7.4,9.2,8.3,四川省,金牛区,四川省成都市金牛区荷花池街道二环高架路荷花金池市场,3.0,1.0
"['拥有节能环保技术', 'A股上市', '国有企业', '国家企业技术中心', '省级工程技术研究中心', '国企供应商', '经营年限全国同行前5%', '深创投投资', '绝对控股6家公司', '市县级政府引导基金投资', '战略性新兴领域创新能力', '拥有高价值专利', '专利授权量同领域前500', '技术布局行业领先', '拥有自主品牌', '大学生就业贡献']",软件测试工程师—版图处理,北京华大九天科技,"['30.566975', '103.89647']",122196056,1.5-3万·15薪,成都-双流区,本科,无需经验,国企,电子技术/半导体/集成电路,2025-10-20 09:38:15,12.0,24.0,18.0,四川省,双流区,四川省成都市双流区东升街道双流体育中心蓝润城,4.0,0.0
"['大学生就业贡献', '拥有节能环保技术', '国企供应商', '经营年限全国同行前15%', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前10%', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌']",产品经理管培生,成都戎创航空科技,"['30.699977', '104.190713']",168688431,3-5千·13薪,成都-成华区,本科,在校生/应届生,民营,航天/航空,2025-10-23 18:02:26,2.8,4.6,3.7,四川省,成华区,四川省成都市成华区龙潭街道双龙路西南财经大学天府学院成都校区(东区),4.0,0.0
[],无人机应用技术,四川现代职业学院,"['30.523528', '104.004552']",168593163,5-8千,成都-双流区,硕士,1年及以上,民营,教育/培训/院校,2025-10-14 08:21:55,5.0,8.0,6.5,四川省,双流区,四川省成都市双流区西航港街道警校路二段412号腾文物流,5.0,1.0
['事业单位'],产品研发部-控制算法工程师（关节控制算法）,天府绛溪实验室,"['30.288917', '104.388153']",166598012,,成都,硕士,1年及以上,事业单位,学术/科研,2025-10-28 14:34:49,,,,四川省,简阳市,四川省成都市简阳市草池街道国际科教园小学(建设中),5.0,1.0
"['连续2年专利授权量极速增长', '大学生就业贡献', '拥有绿色资质', '高新技术企业', '国企供应商', '知名品牌供应商', '上市企业供应商', '政府供应商', '经营年限全国同行前10%', '绝对控股2家公司', '战略性新兴领域创新能力', '拥有节能环保技术', '拥有发明专利', '技术布局行业领先', '拥有绿色低碳技术', '拥有工艺创新能力', '拥有自主品牌']",算法工程师,民航成都电子技术,"['30.362878', '103.897573']",147858992,1-1.5万·15薪,成都,硕士,无需经验,国企,电子技术/半导体/集成电路,2025-12-26 14:43:02,8.0,12.0,10.0,四川省,新津区,四川省成都市新津区普兴街道檬子店,5.0,0.0
['大学生就业贡献'],电子技术研发助理工程师,宜宾九博信息技术,"['30.586929', '104.083059']",164381300,8千-1.2万,成都-武侯区,大专,1年,民营,电子技术/半导体/集成电路,2025-11-29 09:51:11,8.0,12.0,10.0,四川省,锦江区,四川省成都市锦江区柳江街道锦江大道331号成都市森林消防大队,3.0,1.0
"['2023年营收同行前30%', '拥有工艺创新能力', '拥有节能环保技术', '技术布局行业领先', '科技型中小企业', '创新型中小企业', '战略性新兴领域创新能力', '拥有发明专利', '专利授权量同领域前40%', '拥有绿色资质', '拥有自主品牌', '大学生就业贡献']",研发项目助理,林克斯智能系统（成都）,"['30.546249', '104.069712']",168288101,4.8-6.5千,成都-高新区,大专,无需经验,民营,计算机服务(系统、数据服务、维修),2025-09-23 10:41:56,4.8,6.5,5.7,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道中段辅路成都高新技术产业开发区(南区),3.0,0.0
"['央企供应商', '上市企业供应商', '知名品牌供应商', '国有企业', '政府供应商', '经营年限全国同行前5%', '拥有绿色资质', '大学生就业贡献']",项目技术人员,四川全盛人才服务,"['30.549386', '104.073124']",170031991,8千-1.2万,成都-高新区,本科,1年及以上,国企,专业服务(咨询、人力资源、财会),2025-12-29 10:39:23,8.0,12.0,10.0,四川省,武侯区,四川省成都市武侯区桂溪街道盛南领地,4.0,1.0
"['2023年营收同行前50%', '大学生就业贡献']",鸿蒙物联网开发工程师/助理,四川纳贝卓科技,"['30.600939', '104.069084']",164515862,3-6千,成都-高新区,大专,无需经验,民营,计算机软件,2025-12-31 08:53:50,3.0,6.0,4.5,四川省,武侯区,四川省成都市武侯区桂溪街道天仁南街304号大鼎世纪广场3栋,3.0,0.0
"['客流量高于同行', '大学生就业贡献', '经营年限全国同行前15%']",单片机工程师,上海翱莺智能科技,"['30.564266', '104.068112']",166205845,8千-1.3万·13薪,成都-武侯区,大专,无需经验,民营,电子技术/半导体/集成电路,2025-12-09 11:20:48,7.4,12.0,9.7,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道中段辅路桂溪生态公园西区,3.0,0.0
['大学生就业贡献'],C/C++开发,成都蜀智云创科技,"['30.610781', '103.985947']",164098977,7千-1万,成都-武侯区,本科,无需经验,民营,电子技术/半导体/集成电路,2025-12-31 10:11:43,7.0,10.0,8.5,四川省,武侯区,四川省成都市武侯区簇桥街道智达二路33号玲珑郡,4.0,0.0
"['2023年营收同行前25%', '大学生就业贡献']",软件助理工程师,四川省卓悦人力资源服务,"['30.812603', '103.923255']",165279727,4-7千,成都-郫都区,大专,无需经验,民营,专业服务(咨询、人力资源、财会),2025-11-12 14:28:46,4.0,7.0,5.5,四川省,郫都区,四川省成都市郫都区红光街道港通北四路中工电气珠海南自(成都)基地,3.0,0.0
"['2023年营收同行前50%', '大学生就业贡献']",C++/QT开发工程师,四川纳贝卓科技,"['30.600939', '104.069084']",164515986,4-6千,成都-高新区,大专,无需经验,民营,计算机软件,2025-12-31 08:53:50,4.0,6.0,5.0,四川省,武侯区,四川省成都市武侯区桂溪街道天仁南街304号大鼎世纪广场3栋,3.0,0.0
"['客流量高于同行', '大学生就业贡献', '经营年限全国同行前15%']",软件开发工程师（初级/中级）,上海翱莺智能科技,"['30.564266', '104.068112']",169777958,7千-1.4万·14薪,成都-武侯区,本科,1年及以上,民营,电子技术/半导体/集成电路,2025-12-11 16:51:04,6.0,12.0,9.0,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道中段辅路桂溪生态公园西区,4.0,1.0
['大学生就业贡献'],物联网平台软件开发工程师,成都蜀智云创科技,"['30.610781', '103.985947']",164292556,5-9千,成都-武侯区,大专,无需经验,民营,电子技术/半导体/集成电路,2025-12-31 10:11:43,5.0,9.0,7.0,四川省,武侯区,四川省成都市武侯区簇桥街道智达二路33号玲珑郡,3.0,0.0
['大学生就业贡献'],软件工程师  不加班,成都志合信蒙科技,"['30.653404', '104.096611']",168504005,6千-1.2万,成都-锦江区,大专,无需经验,民营,电子技术/半导体/集成电路,2025-12-29 10:24:15,6.0,12.0,9.0,四川省,成华区,四川省成都市成华区猛追湾街道猛追湾望平社区,3.0,0.0
"['2023年营收同行前50%', '大学生就业贡献']",汽车电子硬件工程师,四川纳贝卓科技,"['30.600939', '104.069084']",164520476,6千-1.2万,成都-高新区,大专,无需经验,民营,计算机软件,2025-12-31 08:53:50,6.0,12.0,9.0,四川省,武侯区,四川省成都市武侯区桂溪街道天仁南街304号大鼎世纪广场3栋,3.0,0.0
"['客流量高于同行', '大学生就业贡献', '经营年限全国同行前15%']",电子工程师（初级/中级）,上海翱莺智能科技,"['30.564266', '104.068112']",169722505,7千-1.4万·13薪,成都-武侯区,本科,1年,民营,电子技术/半导体/集成电路,2025-12-09 11:19:55,6.5,12.9,9.7,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道中段辅路桂溪生态公园西区,4.0,1.0
['大学生就业贡献'],算法实习生,成都蜀智云创科技,"['30.610781', '103.985947']",165403263,4-5千,成都-武侯区,本科,无需经验,民营,电子技术/半导体/集成电路,2025-12-31 10:11:43,4.0,5.0,4.5,四川省,武侯区,四川省成都市武侯区簇桥街道智达二路33号玲珑郡,4.0,0.0
['大学生就业贡献'],6k初级软件测试工程师,成都顶泰信息技术,"['30.648678', '104.099627']",168853510,6千-1.2万·13薪,成都-锦江区,大专,无需经验,民营,电子技术/半导体/集成电路,2025-11-05 08:09:36,5.5,11.1,8.3,四川省,成华区,四川省成都市成华区双桥子街道水碾河路北社区水碾河路北社区三街,3.0,0.0
"['2023年营收同行前50%', '大学生就业贡献']",物联网技术工程师,四川纳贝卓科技,"['30.600939', '104.069084']",163990233,4-8千,成都-高新区,大专,无需经验,民营,计算机软件,2025-12-31 08:53:50,4.0,8.0,6.0,四川省,武侯区,四川省成都市武侯区桂溪街道天仁南街304号大鼎世纪广场3栋,3.0,0.0
"['客流量高于同行', '大学生就业贡献', '经营年限全国同行前15%']",初级硬件工程师,上海翱莺智能科技,"['30.564266', '104.068112']",166097735,8千-1.1万·13薪,成都-武侯区,本科,无需经验,民营,电子技术/半导体/集成电路,2025-12-09 11:20:59,7.4,10.2,8.8,四川省,武侯区,四川省成都市武侯区桂溪街道天府大道中段辅路桂溪生态公园西区,4.0,0.0
['大学生就业贡献'],测试工程师,成都蜀智云创科技,"['30.610781', '103.985947']",164291647,5千-1万,成都-武侯区,本科,无需经验,民营,电子技术/半导体/集成电路,2025-12-31 10:11:43,5.0,10.0,7.5,四川省,武侯区,四川省成都市武侯区簇桥街道智达二路33号玲珑郡,4.0,0.0
